Fecha,Asiento,Cuenta,Nombre_Cuenta,Tipo_Doc,NIT_Tercero,Razon_Social,Direccion,Dpto,Municipio,Debito,Credito,Concepto
2025-03-15,1006,236515,Retencion Honorarios 10%,CC,80408400,ALARCON PLAZAS CARLOS ORLANDO,Carrera 5 # 20-10,15,15001,0.0,250000.0,Retencion honorarios 10% - Doc #1006
2025-03-20,1007,511005,Honorarios Asesoria Juridica,CC,80295165,BARRANTES RIAÑO JOSE FRANCISCO,Calle 8 # 14-20,15,15001,3200000.0,0.0,Registro honorarios - Doc #1007
2025-03-20,1007,236515,Retencion Honorarios 10%,CC,80295165,BARRANTES RIAÑO JOSE FRANCISCO,Calle 8 # 14-20,15,15001,0.0,320000.0,Retencion honorarios 10% - Doc #1007
2025-04-01,1008,511010,Honorarios Revisoria Fiscal,NIT,901241681,ARANGUREN Y ASOCIADOS SAS ZOMAC,Carrera 7 # 12-30,15,15001,1800000.0,0.0,Registro honorarios revisoria - Doc #1008
2025-04-01,1008,236515,Retencion Honorarios 10%,NIT,901241681,ARANGUREN Y ASOCIADOS SAS ZOMAC,Carrera 7 # 12-30,15,15001,0.0,180000.0,Retencion honorarios 10% - Doc #1008
2025-04-10,1009,511005,Honorarios Asesoria Juridica,CC,1052345678,JORGE ELIECER SILVA,Diagonal 5 # 10-15,15,15001,1900000.0,0.0,Registro honorarios - Doc #1009
2025-04-10,1009,236515,Retencion Honorarios 10%,CC,1052345678,JORGE ELIECER SILVA,Diagonal 5 # 10-15,15,15001,0.0,190000.0,Retencion honorarios 10% - Doc #1009
2025-04-20,1010,511010,Honorarios Revisoria Fiscal,CC,46453866,BECERRA DIAZ SONIA LILIANA,Carrera 9 # 12-30,15,15001,2100000.0,0.0,Registro honorarios revisoria - Doc #1010
2025-04-20,1010,236515,Retencion Honorarios 10%,CC,46453866,BECERRA DIAZ SONIA LILIANA,Carrera 9 # 12-30,15,15001,0.0,210000.0,Retencion honorarios 10% - Doc #1010
2025-05-02,1011,513550,Servicios de Transporte,NIT,901406244,ARTAX COLOMBIA SAS,Calle 12 # 5-25,11,11001,2300000.0,0.0,Registro servicios transporte - Doc #1011
2025-05-02,1011,236525,Retencion Servicios 4%,NIT,901406244,ARTAX COLOMBIA SAS,Calle 12 # 5-25,11,11001,0.0,92000.0,Retencion servicios 4% - Doc #1011
2025-05-10,1012,513550,Servicios de Transporte,CC,7178295,AUNTA SUAREZ ARCADIO,Calle 9 # 4-12,15,15001,1550000.0,0.0,Registro servicios transporte - Doc #1012
2025-05-10,1012,236525,Retencion Servicios 4%,CC,7178295,AUNTA SUAREZ ARCADIO,Calle 9 # 4-12,15,15001,0.0,62000.0,Retencion servicios 4% - Doc #1012
2025-05-18,1013,513505,Servicios de Aseo y Vigilancia,CC,7219745,ALONSO BECERRA ALVARO DE JESUS,Diagonal 8 # 15-22,15,15001,850000.0,0.0,Registro aseo - Doc #1013
2025-05-18,1013,236525,Retencion Servicios 4%,CC,7219745,ALONSO BECERRA ALVARO DE JESUS,Diagonal 8 # 15-22,15,15001,0.0,34000.0,Retencion servicios 4% - Doc #1013
2025-05-25,1014,513535,Servicios Mantenimiento y Reparacion,CC,91043340,ARDILA ARDILA ARNULFO,Transversal 2 # 8-10,15,15001,670000.0,0.0,Registro mantenimiento - Doc #1014
2025-05-25,1014,236525,Retencion Servicios 4%,CC,91043340,ARDILA ARDILA ARNULFO,Transversal 2 # 8-10,15,15001,0.0,26800.0,Retencion servicios 4% - Doc #1014
2025-06-01,1015,513550,Servicios de Transporte,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,1800000.0,0.0,Registro servicios transporte - Doc #1015
2025-06-01,1015,236525,Retencion Servicios 4%,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,0.0,72000.0,Retencion servicios 4% - Doc #1015
2025-06-10,1016,513505,Servicios de Aseo y Vigilancia,NIT,830111222,ASEO Y SERVICIOS GENERALES SAS,Calle 22 # 5-30,11,11001,620000.0,0.0,Registro aseo - Doc #1016
2025-06-10,1016,236525,Retencion Servicios 4%,NIT,830111222,ASEO Y SERVICIOS GENERALES SAS,Calle 22 # 5-30,11,11001,0.0,24800.0,Retencion servicios 4% - Doc #1016
2025-06-20,1017,513550,Servicios de Transporte,NIT,901301935,AVANCE MC SAS,Carrera 11 # 6-30,15,15001,2800000.0,0.0,Registro servicios transporte - Doc #1017
2025-06-20,1017,236525,Retencion Servicios 4%,NIT,901301935,AVANCE MC SAS,Carrera 11 # 6-30,15,15001,0.0,112000.0,Retencion servicios 4% - Doc #1017
2025-07-01,1018,513535,Servicios Mantenimiento y Reparacion,NIT,900123456,SISTEMAS Y SOLUCIONES SAS,Carrera 10 # 20-30,15,15001,890000.0,0.0,Registro mantenimiento - Doc #1018
2025-07-01,1018,236525,Retencion Servicios 4%,NIT,900123456,SISTEMAS Y SOLUCIONES SAS,Carrera 10 # 20-30,15,15001,0.0,35600.0,Retencion servicios 4% - Doc #1018
2025-07-15,1019,513550,Servicios de Transporte,NIT,901783159,BECO LOGISTICA SAS,Av 2 # 3-10,15,15001,710000.0,0.0,Registro servicios transporte - Doc #1019
2025-07-15,1019,236525,Retencion Servicios 4%,NIT,901783159,BECO LOGISTICA SAS,Av 2 # 3-10,15,15001,0.0,28400.0,Retencion servicios 4% - Doc #1019
2025-08-01,1020,513550,Servicios de Transporte,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,1800000.0,0.0,Registro servicios 2.5% - Doc #1020
2025-08-01,1020,236505,Retencion Servicios 2.5%,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,0.0,45000.0,Retencion servicios 2.5% - Doc #1020
2025-08-15,1021,513550,Servicios de Transporte,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,2000000.0,0.0,Registro servicios 2.5% - Doc #1021
2025-08-15,1021,236505,Retencion Servicios 2.5%,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,0.0,50000.0,Retencion servicios 2.5% - Doc #1021
2025-09-01,1022,513550,Servicios de Transporte,CC,74382319,BECERRA JIMENEZ EDWIN GONZALO,Calle 14 # 6-22,15,15001,2050000.0,0.0,Registro servicios transporte - Doc #1022
2025-09-01,1022,236525,Retencion Servicios 4%,CC,74382319,BECERRA JIMENEZ EDWIN GONZALO,Calle 14 # 6-22,15,15001,0.0,82000.0,Retencion servicios 4% - Doc #1022
2025-09-10,1023,513550,Servicios de Transporte,NIT,7223870,BECERRA LOPEZ MILTON LEONEL,Calle 3 # 10-20,15,15001,2250000.0,0.0,Registro servicios transporte - Doc #1023
2025-09-10,1023,236525,Retencion Servicios 4%,NIT,7223870,BECERRA LOPEZ MILTON LEONEL,Calle 3 # 10-20,15,15001,0.0,90000.0,Retencion servicios 4% - Doc #1023
2025-09-20,1024,513550,Servicios de Transporte,NIT,74300204,CAMARGO GOMEZ GUILLERMO,Calle 12 # 5-20,15,15001,2400000.0,0.0,Registro servicios transporte - Doc #1024
2025-09-20,1024,236525,Retencion Servicios 4%,NIT,74300204,CAMARGO GOMEZ GUILLERMO,Calle 12 # 5-20,15,15001,0.0,96000.0,Retencion servicios 4% - Doc #1024
2025-10-01,1025,513550,Servicios de Transporte,NIT,11410434,CARRILLO HERNANDEZ OMAR ALFONSO,Calle 5 # 10-20,15,15001,2100000.0,0.0,Registro servicios transporte - Doc #1025
2025-10-01,1025,236525,Retencion Servicios 4%,NIT,11410434,CARRILLO HERNANDEZ OMAR ALFONSO,Calle 5 # 10-20,15,15001,0.0,84000.0,Retencion servicios 4% - Doc #1025
2025-10-15,1026,513550,Servicios de Transporte,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,2500000.0,0.0,Registro servicios transporte 1% - Doc #1026
2025-10-15,1026,236525,Retencion Servicios 4%,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,0.0,100000.0,Retencion servicios 4% - Doc #1026
2025-11-01,1027,513550,Servicios de Transporte,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,1500000.0,0.0,Registro servicios transporte 1% - Doc #1027
2025-11-01,1027,236525,Retencion Servicios 4%,NIT,900555444,TRANSPORTES EXPRESS BOYACA LTDA,Av Las Villas # 2-10,15,15759,0.0,60000.0,Retencion servicios 4% - Doc #1027
2025-11-15,1028,513550,Servicios de Transporte,NIT,901406244,ARTAX COLOMBIA SAS,Calle 12 # 5-25,11,11001,1750000.0,0.0,Registro servicios transporte 1% - Doc #1028
2025-11-15,1028,236525,Retencion Servicios 4%,NIT,901406244,ARTAX COLOMBIA SAS,Calle 12 # 5-25,11,11001,0.0,70000.0,Retencion servicios 4% - Doc #1028
2025-01-12,1083,236535,ReteIVA Servicios 15%,NIT,900555666,SERVICIOS INTEGRALES COLOMBIA,Calle 50 # 14-22,11,11001,0.0,82500.0,Retencion IVA servicios 15% - Doc #1083
2025-02-18,1084,236536,ReteIVA Bienes 15%,NIT,900555666,SERVICIOS INTEGRALES COLOMBIA,Calle 50 # 14-22,11,11001,0.0,112500.0,Retencion IVA bienes 15% - Doc #1084
2025-03-10,1085,236537,ReteIVA Honorarios 15%,NIT,901999888,COMERCIALIZADORA DEL NORTE,Cra 5 # 10-10,68,68001,0.0,45000.0,Retencion IVA honorarios 15% - Doc #1085
2025-07-25,1089,236535,ReteIVA Servicios 15%,NIT,901345678,INMOBILIARIA BOYACA SAS,Calle 18 # 11-05,15,15001,0.0,22500.0,Retencion IVA servicios - Doc #1089
2025-08-30,1090,236536,ReteIVA Bienes 15%,NIT,800987654,INSUMOS INDUSTRIALES LTDA,Av Central # 5-12,11,11001,0.0,36000.0,Retencion IVA bienes - Doc #1090
2025-04-14,1086,236805,ReteICA Actividades Comerciales,NIT,900123456,SISTEMAS Y SOLUCIONES SAS,Carrera 10 # 20-30,15,15001,0.0,8250.0,Retencion ICA comercial 0.33% - Doc #1086
2025-05-20,1087,236807,ReteICA Actividades Industriales,NIT,901999888,COMERCIALIZADORA DEL NORTE,Cra 5 # 10-10,68,68001,0.0,16500.0,Retencion ICA industrial 0.33% - Doc #1087
2025-06-15,1088,236806,ReteICA Actividades de Servicios,NIT,860002130,SEGUROS DEL ESTADO SA,Carrera 7 # 26-20,11,11001,0.0,11220.0,Retencion ICA servicios 0.33% - Doc #1088
2025-01-15,1001,513550,Servicios de Transporte,NIT,900888111,ALION TRANSPORTES SAS,Calle 10 # 5-20,11,11001,2150000.0,0.0,Registro servicios transporte - Doc #1001
2025-01-15,1001,236810,ReteICA Actividades de Servicios,NIT,900888111,ALION TRANSPORTES SAS,Calle 10 # 5-20,11,11001,0.0,2150.0,Retencion ICA ALION 0.1% - Doc #1001
2025-01-20,1002,513550,Servicios de Transporte,NIT,900888222,HOLCIM COLOMBIA SA,Carrera 15 # 30-10,5,5001,1800000.0,0.0,Registro servicios transporte - Doc #1002
2025-01-20,1002,236811,ReteICA Actividades de Servicios,NIT,900888222,HOLCIM COLOMBIA SA,Carrera 15 # 30-10,5,5001,0.0,10800.0,Retencion ICA HOLCIM 0.6% - Doc #1002
2025-01-25,1003,513550,Servicios de Transporte,NIT,900888333,INCAUCA SA,Calle 8 # 12-45,15,15001,2500000.0,0.0,Registro servicios transporte - Doc #1003
2025-01-25,1003,236812,ReteICA Actividades de Servicios,NIT,900888333,INCAUCA SA,Calle 8 # 12-45,15,15001,0.0,20000.0,Retencion ICA INCAUCA 0.8% - Doc #1003
2025-01-30,1004,513550,Servicios de Transporte,NIT,900888444,LACTALIS CHIA LTDA,Av 7 # 18-30,15,15759,3200000.0,0.0,Registro servicios transporte - Doc #1004
2025-01-30,1004,236813,ReteICA Actividades de Servicios,NIT,900888444,LACTALIS CHIA LTDA,Av 7 # 18-30,15,15759,0.0,22400.0,Retencion ICA LACTALIS CHIA 0.7% - Doc #1004
2025-02-05,1005,513550,Servicios de Transporte,NIT,900888555,LACTALIS MEDELLIN SAS,Calle 50 # 20-15,5,5001,1450000.0,0.0,Registro servicios transporte - Doc #1005
2025-02-05,1005,236814,ReteICA Actividades de Servicios,NIT,900888555,LACTALIS MEDELLIN SAS,Calle 50 # 20-15,5,5001,0.0,8700.0,Retencion ICA LACTALIS MED 0.6% - Doc #1005
2025-02-10,1006,513550,Servicios de Transporte,NIT,900888666,ACERIAS PAZ DEL RIO SA,Calle 22 # 8-50,15,15001,2750000.0,0.0,Registro servicios transporte - Doc #1006
2025-02-10,1006,236815,ReteICA Actividades de Servicios,NIT,900888666,ACERIAS PAZ DEL RIO SA,Calle 22 # 8-50,15,15001,0.0,16500.0,Retencion ICA ACERIAS 0.6% - Doc #1006
2025-02-15,1007,513550,Servicios de Transporte,NIT,900888777,CEMEX COLOMBIA SA,Carrera 30 # 10-60,11,11001,3500000.0,0.0,Registro servicios transporte - Doc #1007
2025-02-15,1007,236816,ReteICA Actividades de Servicios,NIT,900888777,CEMEX COLOMBIA SA,Carrera 30 # 10-60,11,11001,0.0,16695.0,Retencion ICA CEMEX 0.477% - Doc #1007
2025-02-20,1008,513550,Servicios de Transporte,NIT,900888778,CEMEX IBAGUE SA,Calle 12 # 5-30,15,15001,2100000.0,0.0,Registro servicios transporte - Doc #1008
2025-02-20,1008,236817,ReteICA Actividades de Servicios,NIT,900888778,CEMEX IBAGUE SA,Calle 12 # 5-30,15,15001,0.0,10017.0,Retencion ICA CEMEX IBAGUE 0.477% - Doc #1008
2025-02-25,1009,513550,Servicios de Transporte,NIT,900888779,CEMEX MACEO SA,Calle 8 # 10-40,15,15759,1800000.0,0.0,Registro servicios transporte - Doc #1009
2025-02-25,1009,236818,ReteICA Actividades de Servicios,NIT,900888779,CEMEX MACEO SA,Calle 8 # 10-40,15,15759,0.0,14400.0,Retencion ICA CEMEX MACEO 0.8% - Doc #1009
2025-03-02,1010,513550,Servicios de Transporte,NIT,900888780,DUITAMA TRANSPORTES SA,Carrera 5 # 20-30,15,15001,4200000.0,0.0,Registro servicios transporte - Doc #1010
2025-03-02,1010,236819,ReteICA Actividades de Servicios,NIT,900888780,DUITAMA TRANSPORTES SA,Carrera 5 # 20-30,15,15001,0.0,256200.0,Retencion ICA DUITAMA 6.1% - Doc #1010
2025-03-15,1101,513550,Servicios de Transporte,NIT,900777111,PROVEEDOR MENOR CUANTIA SAS,Calle 1 # 1-01,15,15001,50000.0,0.0,Servicio bajo tope - Doc #1101
2025-03-15,1101,236525,Retencion Servicios 4%,NIT,900777111,PROVEEDOR MENOR CUANTIA SAS,Calle 1 # 1-01,15,15001,0.0,2000.0,Retencion servicios 4% - Doc #1101
2025-03-20,1102,513550,Servicios de Transporte,NIT,900777112,PROVEEDOR MICRO SAS,Calle 2 # 2-02,15,15001,80000.0,0.0,Servicio bajo tope - Doc #1102
2025-03-20,1102,236525,Retencion Servicios 4%,NIT,900777112,PROVEEDOR MICRO SAS,Calle 2 # 2-02,15,15001,0.0,3200.0,Retencion servicios 4% - Doc #1102
2025-04-01,1103,513550,Servicios de Transporte,NIT,900666001,DECIMALES SAS,Calle 3 # 3-03,15,15001,1234567.89,0.0,Servicio con decimales - Doc #1103
2025-04-01,1103,236525,Retencion Servicios 4%,NIT,900666001,DECIMALES SAS,Calle 3 # 3-03,15,15001,0.0,49382.72,Retencion servicios 4% - Doc #1103
2025-04-10,1104,513550,Servicios de Transporte,NIT,900666002,DECIMALES DOS SAS,Calle 4 # 4-04,15,15001,987654.32,0.0,Servicio con decimales - Doc #1104
2025-04-10,1104,236525,Retencion Servicios 4%,NIT,900666002,DECIMALES DOS SAS,Calle 4 # 4-04,15,15001,0.0,39506.17,Retencion servicios 4% - Doc #1104
2025-01-10,1201,413505,Venta de Mercancias / Productos,NIT,900123456,SISTEMAS Y SOLUCIONES SAS,Carrera 10 # 20-30,15,15001,0.0,1500000.0,Registro venta - Doc #1201
2025-01-10,1201,130505,Clientes Nacionales,NIT,900123456,SISTEMAS Y SOLUCIONES SAS,Carrera 10 # 20-30,15,15001,1500000.0,0.0,Registro cliente - Doc #1201
2025-02-14,1202,421005,Ingresos Financieros Intereses,NIT,830111222,ASEO Y SERVICIOS GENERALES SAS,Calle 22 # 5-30,11,11001,0.0,280000.0,Registro ingresos financieros - Doc #1202
2025-02-14,1202,130505,Clientes Nacionales,NIT,830111222,ASEO Y SERVICIOS GENERALES SAS,Calle 22 # 5-30,11,11001,280000.0,0.0,Registro cliente - Doc #1202
2025-07-10,1203,413505,Venta de Mercancias / Productos,CC,1049222333,CARLOS PEREZ RUIZ,Calle 12 # 4-50,15,15001,0.0,2200000.0,Registro venta - Doc #1203
2025-07-10,1203,130505,Clientes Nacionales,CC,1049222333,CARLOS PEREZ RUIZ,Calle 12 # 4-50,15,15001,2200000.0,0.0,Registro cliente - Doc #1203
2025-08-22,1204,421005,Ingresos Financieros Intereses,NIT,800987654,INSUMOS INDUSTRIALES LTDA,Av Central # 5-12,11,11001,0.0,210000.0,Registro ingresos financieros - Doc #1204
2025-08-22,1204,130505,Clientes Nacionales,NIT,800987654,INSUMOS INDUSTRIALES LTDA,Av Central # 5-12,11,11001,210000.0,0.0,Registro cliente - Doc #1204
